,1748,42334,252422
128739730,1772,42386,252477
128740432,1901,42542,252344
128741135,1754,42310,252302
128741837,1871,42474,252869
128742538,1799,42411,252612
128743239,1536,42153,252298
128743942,1740,42230,252456
128744643,1657,42329,252716
128745344,1779,42327,252689
128746047,1716,42343,252699
128746750,1564,42491,252594
128747451,1897,42230,252603
128748153,1756,42289,252621
128748855,1556,42254,252056
128749557,1828,42390,252678
128750259,1735,42291,252537
128750961,1561,42195,252420
128751662,1796,42326,252508
128752363,1784,42556,252512
128753066,1985,42284,252469
128753769,1770,42378,252486
128754470,1729,42458,252426
128755172,1779,42378,252101
128755875,1619,42223,252162
128756577,1479,42479,252445
128757278,1784,42357,252694
128757980,1917,42251,252415
128758681,1732,42154,252045
128759383,1738,42359,252294
128760085,1751,42322,252549
128760787,1690,42379,252694
128761488,1690,42303,252480
128762191,1683,42539,252480
128762894,1699,42377,252564
128763595,1599,42423,252723
128764296,1764,42515,252420
128764999,1981,42324,252403
128765701,1789,42243,252632
128766402,1748,42156,252343
128767104,1743,42390,252542
128767807,1729,42175,252540
128768509,1701,42474,252404
128769211,1784,42441,252470
128769913,1864,42293,252467
128770614,1861,42311,252526
128771315,1704,42225,252498
128772018,1729,42375,252483
128772721,1785,42287,252475
128773422,1746,42432,252481
128774124,1766,42254,252520
128774827,1765,42270,252612
128775529,1899,42345,252615
128776231,1802,42360,252595
128776933,1747,42161,252627
128777634,1798,42242,252772
128778336,1819,42334,252553
128779039,1824,42365,252507
128779742,1668,42271,252748
128780443,1868,42478,252396
128781146,1627,42264,252824
128781849,1925,42193,252113
128782551,1856,42315,252365
128783252,1915,42276,252788
128783954,1770,42405,252286
128784656,1623,42265,252246
128785358,1597,42088,252488
128786061,1732,42491,252713
128786763,1956,42420,252340
128787464,1675,42321,252479
128788167,1635,42305,252613
128788870,1707,42364,252713
128789571,1881,42226,252507
128790272,1944,42301,252640
128790975,1933,42298,252363
128791677,1819,42351,252349
128792379,1754,42487,252273
128793081,1932,42275,252402
128793783,1619,42303,252514
128794484,1872,42410,252526
128795187,1675,42311,252304
128795890,1953,42215,252574
128796591,1596,42329,252487
128797292,1667,42339,252420
128797995,1509,42301,252424
128798697,1884,42242,252372
128799398,1829,42270,252323
128800100,1733,42415,252540
128800802,1768,42471,252477
128801504,1726,42414,252518
128802207,1778,42426,252712
128802910,1982,42283,252403
128803611,1898,42311,252398
128804312,1875,42337,252547
128805015,1811,42418,252627
128805718,1681,42195,252703
128806419,1859,42364,252473
128807121,1674,42337,252746
128807824,2008,42393,252313
128808526,1737,42257,252792
128809228,1699,42262,252506
128809930,1544,42351,252651
128810631,1863,42299,252504
128811333,1897,42269,252449
128812036,1818,42444,252502
128812739,1806,42226,252442
128813440,1872,42471,252651
128814142,1688,42305,252453
128814845,1906,42332,252487
128815547,1688,42329,252520
128816248,1727,42402,252477
128816950,1728,42414,252613
128817651,1707,42332,252699
128818352,1833,42316,252541
128819055,1752,42310,252318
128819758,1887,42284,252398
128820459,1712,42346,252704
128821161,1927,42472,252786
128821864,1645,42414,252424
128822566,1677,42510,252796
128823267,1792,42462,252562
128823969,1782,42374,252311
128824671,1909,42152,252168
128825373,1758,42355,252395
128826075,1765,42307,252824
128826777,1702,42278,252551
128827478,1742,42440,252279
128828181,1788,42463,252428
128828884,1724,42205,252627
128829585,1718,42188,252560
128830286,1937,42201,252356
128830989,1734,42453,252228
128831691,1775,42234,252615
128832392,1702,42319,252632
128833094,1808,42545,252542
128833797,1818,42278,252357
128834499,1700,42233,252509
128835202,1864,42350,252618
128835904,1643,42358,252773
128836605,1587,42229,252253
128837307,1572,42208,252500
128838010,1941,42125,252448
128838713,1771,42315,252475
128839414,1691,42193,252411
128840117,1697,42260,252460
128840820,1780,42380,252406
128841522,1681,42448,252448
128842223,1661,42423,252681
128842925,1676,42501,252623
128843627,1875,42266,252248
128844329,1667,42307,252406
128845032,1594,42439,252464
128845734,1730,42287,252585
128846435,1803,42413,252481
128847138,1788,42278,252438
128847841,1962,42176,252480
128848542,1897,42320,252367
128849243,1763,42358,252282
128849946,1855,42192,252435
128850648,1757,42477,252823
128851349,1887,42261,252670
128852051,1775,42371,252335
128852753,1764,42335,252291
128853455,1634,42381,252414
128854158,1847,42399,252387
128854860,1734,42373,252493
128855561,1868,42329,252123
128856262,1807,42419,252675
128856965,1716,42383,252284
128857667,1854,42348,252316
128858368,1899,42188,252516
128859070,1535,42230,252396
128859773,1599,42373,252539
128860475,1880,42172,252644
128861178,1763,42099,252691
128861880,1792,42342,252620
128862581,1681,42374,252718
128863283,1577,42321,252156
128863986,1837,42321,252569
128864687,2070,42438,252442
128865389,1775,42213,252346
128866092,1729,42401,252243
128866794,1775,42060,252637
128867495,1894,42230,252261
128868198,1871,42440,252370
128868901,1938,42283,252347
128869602,1753,42176,252477
128870303,1949,42202,252639
128871005,1678,42360,252282
128871708,1930,42254,252560
128872410,1782,42415,252425
128873112,1829,42448,252388
128873814,1730,42342,252782
128874515,1676,42279,252448
128875217,1898,42246,252482
128875920,1898,42267,252702
128876621,1584,42332,252514
128877322,1563,42426,252537
128878025,1720,42186,252298
128878728,1798,42420,252189
128879430,1533,42312,252318
128880132,1769,42270,252076
128880834,1710,42186,252618
128881536,1566,42175,252221
128882238,1809,42225,252472
128882941,1857,42228,252676
128883642,1880,42401,252357
128884343,1629,42145,252523
128885046,1738,42268,252618
128885749,1675,42302,252456
128886450,1815,42289,252406
128887152,1617,42132,252505
128887854,1792,42332,252525
128888556,1621,42365,252432
128889258,1719,42243,252628
128889960,1663,42018,252309
128890661,1824,42276,252568
128891362,1901,42146,252268
128892065,1777,42294,252542
128892768,1665,42329,252230
128893469,2000,42396,252550
128894171,1677,42231,252348
128894874,1667,42382,252333
128895576,1733,42289,252406
128896277,1623,42372,252318
128896979,1609,42262,252629
128897680,1573,42519,252583
128898382,1815,42073,252856
128899085,1737,42410,252618
128899787,1784,42261,252516
128900488,1850,42306,252354
128901191,1783,42188,252395
128901894,1764,42364,252614
128902595,1745,42357,252483
128903296,1618,42362,252655
128903998,1685,42488,252685
128904700,1803,42456,252378
128905402,1585,42357,252457
128906104,1652,42278,252500
128906806,1763,42382,252376
128907507,1870,42405,252610
128908210,1714,42408,252474
128908913,1780,42305,252425
128909614,1804,42468,252168
128910315,1669,42180,252402
128911018,1582,42287,252318
128911721,1884,42436,252141
128912422,1623,42387,252686
128913124,1779,42357,252517
128913826,1746,42126,252503
128914528,1726,42375,252609
128915230,1774,42319,252267
128915932,1836,42176,252340
128916633,1838,42386,252450
128917334,1641,42345,252282
128918037,1778,42296,252400
128918740,1783,42408,252150
128919441,1660,42250,252599
128920143,1621,42425,252419
128920846,1900,42482,252294
128921548,1930,42255,252703
128922249,1534,42514,252384
128922951,1608,42347,252627
128923652,1713,42460,252252
128924354,1703,42264,252527
128925057,1747,42490,252597
128925759,1876,42484,252443
128926460,1741,42293,252356
128927163,1823,42269,252636
128927866,1879,42311,252667
128928567,1853,42429,252589
128929268,1730,42265,252641
128929970,1818,42253,252587
128930672,1861,42468,252041
128931374,1881,42286,252393
128932076,1735,42472,252462
128932778,1750,42320,252765
128933479,1814,42216,252257
128934182,1890,42238,252550
128934885,1913,42378,252528
128935586,1798,42192,252559
128936287,1755,42249,252488
128936990,1568,42308,252380
128937692,1575,42500,252205
128938393,1846,42200,252555
128939095,1634,42422,252574
128939797,1822,42439,252506
128940499,1940,42302,252383
128941202,1666,42378,252286
128941904,1799,42454,252595
128942605,1509,42349,252594
128943306,1679,42258,252780
128944009,1533,42310,252505
128944712,1730,42329,252346
128945413,1508,42331,252505
128946115,1802,42357,252686
128946818,1720,42414,252691
128947520,1767,42335,252545
128948221,1819,42326,252626
128948923,1785,42313,252470
128949624,1895,42527,252528
128950326,1890,42327,252426
128951029,1591,42351,252645
128951731,1819,42310,252064
128952432,1863,42319,252443
128953135,1622,42282,252639
128953838,1985,42331,252785
128954539,1740,42188,252528
128955240,1909,42426,252686
128955942,1802,42177,252613
128956644,1919,42322,252389
128957346,1647,42265,252545
128958048,1712,42255,252435
128958750,1866,42199,252283
128959452,1800,42314,252568
128960155,1651,42430,252563
128960858,2061,42415,252483
128961559,1877,42149,252318
128962260,1730,42510,252432
128962963,1769,42374,252443
128963665,1840,42293,252357
128964366,1566,42395,252540
128965068,1684,42180,252384
128965771,1601,42258,252381
128966473,1927,42211,252496
128967175,1524,42381,252273
128967877,1987,42379,252289
128968578,1704,42249,252303
128969280,1827,42256,252541
128969983,1795,42135,252267
128970684,1676,42220,252283
128971385,1685,42297,252306
128972088,1533,42271,252590
128972791,1726,42489,252686
128973492,1566,42474,252695
128974194,1859,42495,252598
128974897,1796,42278,252219
128975599,1730,42274,252345
128976300,1694,42442,252353
128977002,1775,42350,252351
128977705,1845,42509,252554
128978406,1891,42422,252470
128979109,1773,42294,252330
128979812,1883,42179,252533
128980513,1713,42475,252513
128981214,1690,42193,252470
128981917,1755,42555,252569
128982619,1738,42487,252136
128983320,1809,42340,252460
128984022,1999,42300,252603
128984724,1598,42501,252278
128985426,1847,42494,252421
128986129,1721,42449,252052
128986832,1733,42167,252450
128987533,1701,42435,252507
128988234,1807,42210,252517
128988937,1761,42299,252311
128989639,1646,42340,252449
128990340,1830,42375,252259
128991042,1666,42183,252454
128991744,1764,42315,252438
128992446,1722,42405,252610
128993149,1521,42174,252532
128993852,1803,42370,252443
128994553,1709,42410,252258
128995254,1817,42224,252798
128995957,1758,42315,252446
128996659,1811,42118,252513
128997361,1882,42411,252509
128998063,1773,42390,252607
128998765,1925,42327,252439
128999466,1863,42488,252381
129000169,1861,42266,252520
129000872,1702,42112,252257
129001573,1671,42401,252692
129002274,1792,42203,252952
129002977,1707,42258,252567
129003679,2042,42450,252402
129004380,1830,42365,252385
129005082,1960,42347,252366
129005784,1662,42258,252646
129006486,2043,42401,252414
129007189,1690,42387,252180
129007892,1908,42299,252749
129008593,1685,42355,252558
129009294,1704,42401,252329
129009997,1938,42191,252437
129010699,1782,42347,252354
129011400,1847,42383,252536
129012102,1642,42205,252581
129012804,1627,42337,252797
129013506,1780,42208,252461
129014209,1852,42372,252339
129014912,1900,42369,252387
129015613,1512,42350,252378
129016314,1802,42326,252619
129017017,1762,42543,252464
129017720,1835,42368,252282
129018421,1811,42369,252348
129019123,1887,42188,252448
129019825,1828,42180,252664
129020527,1779,42261,252643
129021229,1871,42233,252270
129021932,1880,42410,252399
129022633,1676,42219,252165
129023334,1683,42466,252641
129024037,1690,42226,252403
129024740,1854,42049,252665
129025441,1833,42307,252455
129026143,1680,42325,252283
129026845,1631,42395,252451
129027547,1816,42274,252527
129028248,1624,42349,252500
129028950,1808,42291,252613
129029651,1845,42368,252500
129030352,1830,42240,252629
129031055,1823,42189,252477
129031758,1667,42195,252487
129032459,1785,42288,252511
129033161,1817,42409,252511
129033864,1892,42394,252290
129034566,1746,42318,252681
129035268,1867,42454,252619
129035970,1711,42213,252554
129036671,1681,42339,252793
129037373,1684,42351,252435
129038076,1870,42187,252642
129038779,1671,42327,252806
129039480,1764,42412,252697
129040182,1880,42172,252433
129040885,1813,42254,252551
129041587,1577,42174,252541
129042289,1737,42276,252593
129042991,1664,42307,252385
129043692,1714,42501,252511
129044393,1648,42468,252257
129045096,1940,42390,252496
129045799,1718,42429,252243
129046500,1653,42294,252343
129047202,1951,42308,252565
129047905,1947,42243,252379
129048607,1752,42351,252637
129049309,1927,42473,252583
129050011,1834,42345,252403
129050713,1748,42551,252312
129051414,1647,42267,252530
129052117,1692,42464,252558
129052820,1599,42203,252465
129053521,1681,42280,252375
129054222,1695,42275,252489
129054925,1793,42403,252190
129055627,1932,42327,252228
129056329,1474,42297,252500
129057031,1862,42496,252411
129057733,1846,42212,252558
129058434,1614,42292,252465
129059137,1803,42228,252304
129059840,1721,42345,252628
129060541,1709,42400,252473
129061242,1677,42158,252576
129061945,1761,42341,252538
129062647,1793,42202,252541
129063349,1719,42338,252681
129064051,1588,42280,252569
129064753,1672,42168,252212
129065454,1720,42388,252238
129066157,1870,42298,252308
129066860,1748,42315,252212
129067561,1898,42280,252651
129068262,1848,42303,252385
129068964,1834,42257,252726
129069666,1824,42273,252688
129070368,1817,42449,252279
129071071,1877,42236,252431
129071774,1929,42218,252512
129072475,1782,42372,252338
129073178,1870,42328,252650
129073881,1761,42351,252328
129074583,1897,42429,252441
129075284,1765,42230,252570
129075986,1738,42299,252510
129076687,1670,42328,252422
129077389,1738,42415,252370
129078092,1825,42341,252769
129078794,1681,42454,252321
129079495,1857,42358,252588
129080198,1809,42203,252533
129080901,1760,42248,252425
129081603,1616,42414,252329
129082304,1616,42158,252677
129083006,1757,42251,252630
129083709,1847,42230,252299
129084411,1809,42414,252326
129085114,1780,42318,252468
129085816,1737,42442,252464
129086517,1681,42339,252365
129087218,1746,42356,252286
129087921,1669,42136,252320
129088622,1788,42148,252517
129089323,1711,42315,252241
129090025,1591,42457,252164
129090728,1796,42372,252335
129091430,1857,42427,252542
129092133,1930,42309,252267
129092835,1851,42268,252567
129093536,1705,42265,252585
129094237,1718,42210,252434
129094940,1773,42234,252462
129095641,1703,42225,252493
129096342,1756,42207,252424
129097044,1943,42318,252254
129097747,1805,42348,252229
129098449,1774,42100,252540
129099152,1816,42243,252570
129099854,1854,42348,252322
129100555,1740,42069,252457
129101257,1785,42385,252529
129101960,1657,42271,252790
129102661,1740,42234,252350
129103362,1761,42340,252465
129104065,1642,42284,252543
129104768,1895,42472,252468
129105470,1760,42419,252288
129106172,1943,42327,252511
129106874,1904,42378,252675
129107576,1840,42398,252500
129108278,1989,42294,252399
129108980,1791,42346,252653
129109681,1700,42408,252547
129110382,1630,42481,251976
129111084,1674,42468,252403
129111786,1738,42293,252344
129112488,1686,42099,252556
