206,-2757,258855
2036810609,2237,-2940,258461
2036811311,2350,-2711,258834
2036812013,2211,-2920,258313
2036812714,2242,-2818,258680
2036813417,2100,-2792,258626
2036814120,2288,-2670,258444
2036814822,2359,-2809,258824
2036815523,2320,-2819,258505
2036816225,2176,-2783,258809
2036816926,2219,-2868,259027
2036817627,2154,-2636,258649
2036818330,2286,-2690,258461
2036819033,2134,-2699,258282
2036819735,2211,-2619,258729
2036820437,2392,-2693,258632
2036821139,2152,-2815,258847
2036821840,2310,-2801,258680
2036822541,2291,-2691,258855
2036823244,2152,-2770,258900
2036823946,2300,-2852,258419
2036824647,2221,-2742,258724
2036825349,2237,-2794,258707
2036826051,2113,-2726,258820
2036826752,2280,-2690,258622
2036827455,2167,-2999,258400
2036828158,2243,-2928,258784
2036828860,2050,-2664,258452
2036829561,2363,-2610,258881
2036830263,2325,-2664,258915
2036830964,2105,-2726,258629
2036831665,2430,-2682,258720
2036832368,2274,-2571,258781
2036833071,2257,-2839,258686
2036833773,2189,-2785,258721
2036834475,2440,-2512,258669
2036835177,2316,-2625,258647
2036835878,2296,-2745,258692
2036836579,2466,-2800,258624
2036837282,2159,-2655,258877
2036837984,2058,-2811,259104
2036838686,2255,-2929,258545
2036839389,2073,-2830,258442
2036840092,2297,-2760,258781
2036840793,2228,-2714,258633
2036841495,2171,-2853,258817
2036842198,2105,-2739,258596
2036842900,2391,-2726,258606
2036843602,2368,-2576,258779
2036844305,2489,-2613,258737
2036845008,2137,-2777,258951
2036845709,2274,-2619,258618
2036846411,2363,-2862,258635
2036847113,2368,-2671,259143
2036847815,2337,-2775,258878
2036848517,2151,-2627,258562
2036849220,2302,-2920,259003
2036849921,2485,-2813,258618
2036850622,2258,-2720,258354
2036851325,2035,-2745,258783
2036852028,2264,-2807,258634
2036852730,2053,-2824,259007
2036853433,2276,-2925,258639
2036854136,2328,-2802,258474
2036854837,2356,-2787,258553
2036855538,2241,-2794,258954
2036856241,2167,-2640,258911
2036856943,2421,-2703,258564
2036857645,2066,-2632,258822
2036858348,2147,-2616,258552
2036859050,2284,-2689,258947
2036859751,2535,-2864,258865
2036860454,2228,-2857,258756
2036861157,2344,-2784,258665
2036861859,2269,-2674,258685
2036862560,2318,-2760,258448
2036863262,2222,-2909,258424
2036863963,2262,-2891,258729
2036864665,2295,-2840,258663
2036865368,2289,-2843,258928
2036866071,2095,-2844,258797
2036866772,2376,-2743,258439
2036867474,2250,-2648,258766
2036868176,2424,-3085,258405
2036868878,2289,-2914,258657
2036869580,2410,-2875,258567
2036870283,2152,-2933,258342
2036870984,2478,-2865,258744
2036871686,2206,-2906,258851
2036872389,2330,-2855,258591
2036873092,2517,-2913,258714
2036873793,2179,-2826,258622
2036874495,2297,-2970,258709
2036875197,2178,-2888,258930
2036875899,2276,-2745,258793
2036876601,2174,-2817,258439
2036877304,2316,-2643,258856
2036878006,2283,-2820,258872
2036878707,2223,-2670,258782
2036879410,2143,-2961,258851
2036880113,2290,-2747,258643
2036880815,2372,-2893,258823
2036881517,2141,-2872,258545
2036882219,2131,-2603,258680
2036882920,2412,-2766,258471
2036883621,2248,-2883,258496
2036884324,2169,-2872,258568
2036885027,2214,-2951,258699
2036885728,2093,-2879,258495
2036886430,2079,-2866,258990
2036887132,2333,-2921,259009
2036887833,2113,-2756,258928
2036888534,2132,-2802,258507
2036889237,2437,-2628,258679
2036889938,2172,-2721,258460
2036890639,2473,-2847,258863
2036891341,2288,-2779,258593
2036892044,2394,-2820,258774
2036892746,2218,-2812,258733
2036893449,2344,-2695,258607
2036894152,2084,-3089,258477
2036894853,2128,-2873,258503
2036895554,2370,-2820,259051
2036896256,2125,-2795,258775
2036896958,2309,-2683,258639
2036897660,2179,-2877,258708
2036898363,2337,-2757,258445
2036899066,2230,-2628,258629
2036899767,2478,-2743,258712
2036900469,2493,-2645,258608
2036901172,2111,-2807,258607
2036901874,2352,-2742,258411
2036902576,2374,-2846,258638
2036903279,2237,-2845,258599
2036903980,2204,-2887,258818
2036904681,2414,-2779,258510
2036905383,2340,-2730,258729
2036906086,2291,-2651,258699
2036906788,2207,-2668,258787
2036907491,2455,-3013,258740
2036908194,2274,-2881,258374
2036908895,2406,-2619,258550
2036909596,2346,-2907,258741
2036910298,2237,-2727,258674
2036911001,2182,-2736,258759
2036911703,2309,-2814,258604
2036912406,2489,-2848,258723
2036913109,2265,-2788,258739
2036913810,2244,-2693,258744
2036914511,2298,-2895,258620
2036915213,2165,-2770,258717
2036915914,2198,-2981,258581
2036916615,2077,-2711,258662
2036917318,2404,-2973,258948
2036918021,2253,-2658,258782
2036918722,2196,-2796,258735
2036919424,2085,-2738,258814
2036920126,2180,-2794,258834
2036920827,2274,-2626,258760
2036921529,2098,-2655,258469
2036922232,2327,-2699,259014
2036922934,2275,-2883,258717
2036923635,2232,-2757,258915
2036924337,2281,-2841,258483
2036925039,2276,-2709,258632
2036925740,2081,-2792,258406
2036926443,2165,-2655,258597
2036927146,2300,-2698,258696
2036927848,2431,-2898,258859
2036928549,2100,-2709,258450
2036929251,2210,-2801,258619
2036929952,2260,-2719,258548
2036930653,2186,-2872,258591
2036931356,2260,-2668,258750
2036932059,2214,-2757,258816
2036932761,2174,-2626,258283
2036933464,2376,-2720,258694
2036934166,2512,-2561,258678
2036934867,2202,-2727,258829
2036935568,2187,-2945,258742
2036936271,2410,-2705,258734
2036936973,2298,-2760,258427
2036937675,2144,-2959,258533
2036938377,2334,-2720,258676
2036939079,2400,-2603,258568
2036939780,2216,-2768,258634
2036940483,2294,-2682,258958
2036941186,2232,-2830,258719
2036941888,2217,-2651,258960
2036942590,2468,-2765,258892
2036943293,2386,-2792,258792
2036943994,2322,-2857,258541
2036944695,2348,-2823,258890
2036945398,2244,-2781,258855
2036946101,2218,-2784,258425
2036946803,2257,-2581,258590
2036947505,1944,-2683,258523
2036948208,2392,-2784,258945
2036948909,2356,-2721,258694
2036949610,2267,-3017,258689
2036950312,2406,-2854,258816
2036951015,2067,-2728,258562
2036951717,2294,-2874,258970
2036952420,2207,-2763,258727
2036953123,2143,-2811,258813
2036953824,2063,-2594,258528
2036954525,2256,-2956,258935
2036955227,2147,-2974,258433
2036955928,2089,-2651,258704
2036956630,2282,-2752,258503
2036957333,2191,-2775,258625
2036958036,2256,-2845,258825
2036958737,2427,-2778,259015
2036959439,2410,-2745,258731
2036960141,2217,-2793,258476
2036960842,2331,-2580,258686
2036961544,2412,-2741,259018
2036962247,2206,-2891,258648
2036962948,2352,-2730,258635
2036963649,2370,-2733,258748
2036964351,2344,-2704,258616
2036965053,2199,-2664,258672
2036965754,2399,-2860,259078
2036966457,2173,-2834,258624
2036967160,2115,-2820,258566
2036967861,2124,-2780,258770
2036968562,2135,-2925,258861
2036969264,2170,-2686,258572
2036969965,2289,-2822,258686
2036970666,2224,-2835,258563
2036971369,2351,-2639,258793
2036972072,2664,-2735,258716
2036972773,2333,-2754,258820
2036973475,2285,-3027,258690
2036974177,2089,-2796,258631
2036974878,2390,-2853,258792
2036975579,2234,-2845,258617
2036976282,2158,-2861,258757
2036976984,2358,-2726,258723
2036977686,2245,-2812,258899
2036978389,2167,-2814,258937
2036979092,2251,-2827,258880
2036979793,2291,-2854,258599
2036980495,2350,-2660,258825
2036981197,2118,-2689,258581
2036981898,2454,-2658,258753
2036982600,1999,-2784,258562
2036983303,2180,-2654,258641
2036984006,2186,-2699,258753
2036984707,2150,-2762,258480
2036985409,2286,-2761,258696
2036986111,2102,-2703,258593
2036986813,2246,-2725,258485
2036987515,2382,-2626,258548
2036988218,2377,-2544,258543
2036988919,2456,-2668,258633
2036989620,2170,-2675,258789
2036990322,2279,-2828,258631
2036991024,2213,-2871,258892
2036991725,2287,-2765,258957
2036992428,2206,-2837,258597
2036993131,2282,-2725,258712
2036993832,2370,-2866,258802
2036994533,2315,-2843,258516
2036995235,2365,-2874,258568
2036995936,2237,-2810,258903
2036996638,2266,-2555,258778
2036997341,2115,-2622,258662
2036998044,2167,-2658,258868
2036998745,2257,-2883,258549
2036999447,2172,-2610,258918
2037000149,2319,-2689,258552
2037000850,2266,-2646,258689
2037001552,2189,-2752,258862
2037002255,2304,-2871,258720
2037002956,2266,-2714,258563
2037003657,2320,-2611,259043
2037004359,2339,-2668,258426
2037005061,2403,-2724,258541
2037005762,2129,-2936,258622
2037006465,2140,-2724,258743
2037007168,2241,-2823,258736
2037007869,2322,-2843,258834
2037008570,2325,-2789,258775
2037009272,2258,-2630,259094
2037009973,2272,-2815,259035
2037010674,2190,-2560,258761
2037011377,2385,-2664,258780
2037012080,1869,-2802,258652
2037012781,2448,-2784,258741
2037013483,2246,-2661,258769
2037014185,2226,-2780,258730
2037014886,2438,-2593,258505
2037015587,2645,-2747,258717
2037016290,2296,-2637,258733
2037016992,2309,-2585,258856
2037017693,2464,-2696,258811
2037018395,2306,-2646,258455
2037019097,2023,-2654,258777
2037019798,2144,-2810,258771
2037020501,2184,-2744,258645
2037021204,2351,-2650,258560
2037021906,2285,-2937,258893
2037022607,2225,-2811,258659
2037023309,2302,-2950,258701
2037024011,2460,-2776,258813
2037024712,2064,-2521,258563
2037025415,2257,-2709,258682
2037026118,2675,-2770,258797
2037026820,2151,-2824,258993
2037027521,2287,-2727,258553
2037028223,2215,-2884,258620
2037028924,2189,-2794,258935
2037029625,2201,-2817,258738
2037030328,2256,-2735,258600
2037031031,2343,-2885,258537
2037031733,2250,-2821,258765
2037032436,2469,-2762,258367
2037033138,2418,-2850,258751
2037033839,2250,-2735,258525
2037034540,2109,-2794,258572
2037035243,2264,-2795,258454
2037035945,2307,-2845,258750
2037036647,2203,-2796,258620
2037037349,2138,-2835,258741
2037038051,2320,-2729,258797
2037038752,2221,-2936,258712
2037039455,2238,-2882,258617
2037040158,2427,-2829,258968
2037040860,2462,-2822,258862
2037041562,1995,-2717,258571
2037042264,2280,-2628,258748
2037042965,2183,-2780,258594
2037043666,2048,-2972,259015
2037044369,2371,-2759,258702
2037045072,2384,-2715,258437
2037045774,2172,-2540,258795
2037046477,2165,-2869,258642
2037047179,2400,-2729,258802
2037047880,2370,-2922,258496
2037048581,2169,-2756,258903
2037049283,2264,-2917,258608
2037049985,2226,-2625,258612
2037050686,2156,-2984,258665
2037051389,2292,-2744,258748
2037052092,2373,-2765,258634
2037052794,2424,-2960,258906
2037053496,2522,-2749,258939
2037054198,2216,-2733,258479
2037054899,2289,-2784,258724
2037055600,2107,-2655,258847
2037056303,2170,-2802,258551
2037057006,2133,-2708,258663
2037057708,2216,-2835,258617
2037058410,2242,-2799,258665
2037059112,2189,-2944,258854
2037059813,2269,-2865,258642
2037060514,2178,-2940,258882
2037061217,2128,-2774,258695
2037061919,2086,-2871,258851
2037062621,2311,-2853,259012
2037063324,2247,-2911,258740
2037064026,2226,-2861,258493
2037064727,2238,-2739,258792
2037065429,2119,-2723,258918
2037066132,2226,-2973,258683
2037066834,2266,-2659,258521
2037067536,2307,-2919,258739
2037068239,2097,-3075,258770
2037068940,2441,-2631,258853
2037069641,2289,-2851,258796
2037070344,2197,-2888,258489
2037071047,2427,-2772,258591
2037071749,2505,-2983,258707
2037072452,2327,-2833,258807
2037073155,2234,-3024,258559
2037073856,2475,-2958,258527
2037074557,2346,-2666,258365
2037075259,2268,-2842,258739
2037075961,2242,-2722,258877
2037076663,2530,-2750,258670
2037077366,2221,-2752,258644
2037078069,2382,-2744,258831
2037078770,2091,-2815,258536
2037079472,2173,-2758,258294
2037080174,2194,-2769,258793
2037080876,2062,-2808,258604
2037081578,2417,-2821,258547
2037082281,2163,-2837,258781
2037082982,2222,-2661,258936
2037083683,2457,-2509,258645
2037084385,2352,-2864,258607
2037085087,2423,-2777,258897
2037085788,2388,-2837,258580
2037086491,2205,-2893,258922
2037087194,2220,-2648,258809
2037087896,2224,-2747,258305
2037088597,2108,-2823,258565
2037089299,2098,-2761,258489
2037090001,2161,-3050,258831
2037090702,2039,-2954,258667
2037091405,2297,-2663,258663
2037092108,2328,-2910,258795
2037092809,2271,-2670,258714
2037093510,2359,-2915,258867
2037094212,2253,-3012,258521
2037094913,2323,-2829,258788
2037095614,2209,-2578,258517
2037096317,2431,-2771,258783
2037097020,2257,-2856,258489
2037097722,2693,-2739,258735
2037098424,2101,-2781,258464
2037099126,2526,-2748,258963
2037099827,2291,-2787,258711
2037100528,2307,-2716,258598
2037101231,2192,-2866,258612
2037101933,2409,-2806,259050
2037102635,2068,-2601,258554
2037103338,2260,-2838,258760
2037104040,2156,-2719,258751
2037104741,2327,-2843,258814
2037105443,2274,-2750,258517
2037106146,2262,-2699,258607
2037106848,2034,-2768,258730
2037107550,2189,-2828,258878
2037108253,2279,-2857,258743
2037108954,2258,-2767,258937
2037109655,2379,-2791,258507
2037110358,2221,-2810,258384
2037111061,2203,-2637,258538
2037111763,2223,-2698,258520
2037112466,2300,-2631,258634
2037113169,2502,-3111,258602
2037113870,2229,-3096,258634
2037114571,2224,-3075,258349
2037115273,2311,-2814,258540
2037115975,2156,-2887,258869
2037116677,2176,-2865,258201
2037117380,2228,-2740,258474
2037118083,2196,-2677,258700
2037118784,2165,-2599,258639
2037119486,2193,-2781,258390
2037120189,2315,-2846,258847
2037120891,2148,-2778,258777
2037121593,2086,-2787,258609
2037122296,1943,-2813,258733
2037122997,2302,-2775,258496
2037123698,2319,-2941,258711
2037124400,2300,-2773,258822
2037125103,2107,-2591,258745
2037125805,2082,-2779,258823
2037126507,2193,-2749,258803
2037127210,2197,-2680,258483
2037127911,2365,-2640,258666
2037128612,2243,-2633,258732
2037129314,2269,-2555,258650
2037130017,2422,-2943,258608
2037130719,2116,-3094,258756
2037131422,2311,-2794,258728
2037132125,2127,-2779,258719
2037132826,2223,-2813,259016
2037133527,2116,-2900,258791
2037134229,2232,-2920,258678
2037134931,2306,-2781,258659
2037135633,2304,-2785,258473
2037136336,2302,-2858,258933
2037137039,2340,-2632,258816
2037137740,2258,-2551,258883
2037138442,2238,-2655,258783
2037139144,2084,-2659,258761
2037139845,2223,-2814,258590
2037140547,2203,-2739,259032
2037141250,2109,-2779,258618
2037141951,2142,-2805,258477
2037142652,2108,-2733,258667
2037143354,2256,-2744,258587
2037144056,2435,-2688,258665
2037144757,2205,-2687,258927
2037145460,2193,-3082,258607
2037146163,2167,-2781,258795
2037146865,2329,-2742,258549
2037147566,1974,-2799,258908
2037148268,2142,-2963,258718
2037148969,2218,-2511,258647
2037149670,2210,-2602,258954
2037150373,2153,-2760,258733
2037151076,2194,-2664,258720
2037151777,2485,-2708,258751
2037152479,2154,-2703,258579
2037153181,2273,-2647,258625
2037153882,2237,-2780,258467
2037154583,2163,-2668,258349
2037155286,2320,-2922,258891
2037155988,2270,-2590,258479
2037156690,2217,-2637,258505
2037157392,2258,-2859,258807
2037158094,2457,-2598,258707
2037158795,2220,-2758,258650
2037159498,2373,-2750,258647
2037160201,2168,-2814,258619
2037160903,2188,-2911,258689
2037161605,2085,-2796,258625
2037162307,2200,-2683,258633
2037163009,2281,-2702,258521
2037163710,1967,-2603,258761
2037164413,2306,-2878,258847
2037165116,2345,-2750,258588
2037165818,2295,-2790,258765
2037166519,2142,-2775,258949
2037167221,1990,-2810,258737
2037167922,2125,-2685,258902
2037168623,2234,-2605,258818
2037169326,2115,-2709,258498
2037170029,2054,-2646,258633
2037170731,2188,-2816,258541
2037171434,2260,-2708,258834
2037172136,2296,-2732,258720
2037172837,2106,-2761,258885
2037173538,2445,-2891,258728
2037174241,2406,-2824,258861
2037174943,2119,-2836,258629
2037175645,2314,-2662,258727
2037176347,2298,-2732,258639
2037177049,2276,-2956,258662
2037177750,2507,-2644,258951
2037178453,2304,-2810,258991
2037179156,2102,-2708,258661
2037179858,2311,-2715,258605
2037180560,2181,-2871,258817
2037181263,2421,-2816,258754
2037181964,2369,-2760,258640
2037182665,2269,-2837,258589
2037183367,2186,-2773,258780
2037184070,2341,-2797,259138
2037184772,2424,-2879,258816
2037185475,2274,-2693,258997
2037186178,2099,-2594,258604
2037186879,2319,-2613,258681
2037187580,2253,-2824,258706
2037188282,2234,-2549,258832
2037188984,2180,-2797,258483
2037189686,2389,-2844,258464
2037190389,2047,-2761,258582
2037191092,2299,-2874,258611
2037191793,2409,-2665,258614
2037192495,2220,-2603,258932
2037193197,2158,-2879,258562
2037193898,2395,-2900,258536
2037194600,2200,-2724,258525
2037195303,2311,-2744,258612
2037196006,2360,-2621,258860
2037196707,2136,-2876,258791
2037197409,2236,-2703,258898
2037198111,2282,-2752,258688
2037198812,2294,-2721,258799
2037199514,2283,-2764,258445
2037200217,2292,-2706,258828
2037200918,2318,-2835,258741
2037201619,2368,-2763,258536
2037202321,2163,-2826,258654
2037203023,2356,-2882,258912
2037203725,2368,-2616,258774
2037204428,2225,-2555,258809
2037205131,2154,-2927,258720
2037205832,2271,-2726,258802
2037206533,2369,-2785,258942
2037207235,2266,-2717,258557
2037207936,2296,-2883,258571
2037208638,2270,-2806,258994
2037209341,2218,-2833,258828
2037210044,2543,-2936,258859
2037210745,2261,-3005,258731
2037211447,2450,-2808,258629
2037212149,2202,-2746,258774
2037212850,2076,-2927,258626
2037213552,2399,-2645,258914
2037214255,2300,-2927,258774
2037214956,2171,-2848,258858
2037215657,2304,-2973,258704
2037216359,2278,-2860,258706
2037217061,1838,-2656,258680
2037217763,2119,-2720,258404
2037218466,2259,-2772,259056
2037219169,2202,-2645,258526
2037219870,2434,-2722,258789
2037220571,2115,-2681,258492
2037221273,2327,-2706,258824
2037221974,2234,-2901,258815
2037222676,2338,-2945,258796
2037223379,2493,-2714,258604
2037224082,2300,-2799,258579
2037224783,2061,-2839,258965
2037225485,2257,-2856,258849
2037226187,2276,-2739,258402
2037226888,1934,-2848,258690
2037227590,2379,-2852,258800
2037228293,2338,-2571,258742
2037228994,2188,-2851,259034
2037229695,2180,-2878,258663
2037230397,2258,-2782,258825
2037231099,2289,-2870,258647
2037231801,2181,-2789,258392
2037232504,2277,-2868,258644
2037233207,2118,-2897,258721
2037233908,2235,-2796,259047
2037234609,2296,-2841,258809
2037235311,2307,-2842,259008
2037236013,2309,-2774,258444
2037236714,2412,-2898,258769
2037237417,2320,-2884,258546
2037238120,2127,-2724,259021
2037238821,2149,-2826,258815
2037239522,2183,-2887,258863
2037240224,2324,-2838,258810
2037240925,2118,-2852,258794
2037241626,2316,-2895,258764
2037242329,2216,-2910,258797
2037243032,2383,-2781,258732
2037243733,2262,-2864,258608
2037244435,2172,-2764,258539
2037245137,2462,-2736,258576
